iter	MultiClass
325	1.281261556
326	1.281032289
327	1.280865225
328	1.280619313
329	1.280383811
330	1.280245115
331	1.280056444
332	1.279818224
333	1.279678627
334	1.279570304
335	1.279357575
336	1.279025622
337	1.278817371
338	1.278550147
339	1.27828221
340	1.278069877
341	1.277872371
342	1.277626407
343	1.277406818
344	1.277242465
345	1.276958341
346	1.276748344
347	1.27652714
348	1.276410811
349	1.276240053
350	1.276096398
351	1.275961295
352	1.275868127
353	1.275631974
354	1.275560576
355	1.2754109
356	1.275336057
357	1.275173266
358	1.27485305
359	1.274713113
360	1.274497399
361	1.274393156
362	1.274188344
363	1.273963514
364	1.273779621
365	1.273587025
366	1.273357635
367	1.273145039
368	1.272892066
369	1.272729777
370	1.272538194
371	1.272340319
372	1.272031999
373	1.271925746
374	1.271707882
375	1.271638783
376	1.27148156
377	1.271330083
378	1.271154251
379	1.270962583
380	1.270781868
381	1.270623497
382	1.270436717
383	1.270270345
384	1.27017256
385	1.269958714
386	1.269715989
387	1.269485865
388	1.269288398
389	1.269120786
390	1.268944369
391	1.268807999
392	1.268498849
393	1.268305507
394	1.268096422
395	1.267938728
396	1.267761483
397	1.267655738
398	1.26744933
399	1.267316148
400	1.267159062
401	1.266914772
402	1.266692384
403	1.266510369
404	1.266394364
405	1.266245264
406	1.265955474
407	1.265739723
408	1.265623151
409	1.265434089
410	1.265306808
411	1.265074941
412	1.2649418
413	1.26485933
414	1.264644687
415	1.264500244
416	1.264268804
417	1.264054054
418	1.263843624
419	1.263562252
420	1.263426159
421	1.263199955
422	1.26305361
423	1.262828763
424	1.262638046
425	1.262443804
426	1.262129709
427	1.261995098
428	1.261798807
429	1.261678343
430	1.261560752
431	1.261383347
432	1.26128492
433	1.261100462
434	1.260937249
435	1.260760476
436	1.260483141
437	1.260305953
438	1.260111624
439	1.259917334
440	1.259770322
441	1.259560045
442	1.259371633
443	1.259190514
444	1.258983347
445	1.258744928
446	1.258598699
447	1.258331838
448	1.258152282
449	1.257904081
450	1.257704849
451	1.257529136
452	1.257337389
453	1.257148837
454	1.256993601
455	1.25679085
456	1.256570181
457	1.256434471
458	1.256182566
459	1.255987216
460	1.255825518
461	1.255734392
462	1.255621193
463	1.255436022
464	1.255234525
465	1.255115087
466	1.254966568
467	1.254799002
468	1.254610867
469	1.254432467
470	1.25424312
471	1.254116059
472	1.253874581
473	1.253744522
474	1.253616732
475	1.253440522
476	1.253169375
477	1.252942373
478	1.252695756
479	1.252618987
480	1.252407932
481	1.25226444
482	1.252137355
483	1.251952867
484	1.251792569
485	1.251573448
486	1.251483731
487	1.251326246
488	1.251242394
489	1.2511083
490	1.250941532
491	1.250806705
492	1.250599909
493	1.250406567
494	1.250317131
495	1.250215062
496	1.249981625
497	1.249853047
498	1.24966361
499	1.24952255
500	1.249387448
501	1.249121475
502	1.248991223
503	1.248850017
504	1.248686049
505	1.24859217
506	1.248485625
507	1.248329575
508	1.248263846
509	1.248117617
510	1.248005289
511	1.247787385
512	1.247697375
513	1.247489486
514	1.247388877
515	1.24716421
516	1.247026593
517	1.246858246
518	1.246668042
519	1.246554827
520	1.246359739
521	1.246134999
522	1.24595038
523	1.245835356
524	1.245649758
525	1.245523365
526	1.245337457
527	1.245184166
528	1.245004734
529	1.244820942
530	1.24473051
531	1.244620597
532	1.244404244
533	1.244204237
534	1.244034254
535	1.243826602
536	1.243632481
537	1.243460142
538	1.243324729
539	1.243105813
540	1.242860332
541	1.242655886
542	1.242441534
543	1.242355727
544	1.242195178
545	1.242102067
546	1.24200846
547	1.241811673
548	1.241613523
549	1.241428473
550	1.241246587
551	1.241151672
552	1.240972509
553	1.240813309
554	1.240708878
555	1.240591146
556	1.240408459
557	1.240236302
558	1.23998889
559	1.239778825
560	1.239648933
561	1.239503585
562	1.239295934
563	1.23908741
564	1.238910846
565	1.238698877
566	1.238569402
567	1.238398106
568	1.238248825
569	1.238036838
570	1.237761573
571	1.23767518
572	1.237479033
573	1.23721018
574	1.237075233
575	1.236911856
576	1.236797525
577	1.236618691
578	1.236435752
579	1.236317473
580	1.23622758
581	1.236124572
582	1.23595296
583	1.235841492
584	1.235626782
585	1.235474391
586	1.235347642
587	1.235033291
588	1.234925198
589	1.234715126
590	1.2345531
591	1.234316698
592	1.234102394
593	1.233936979
594	1.233777655
595	1.233540967
596	1.233403145
597	1.233232867
598	1.233041555
599	1.232866496
600	1.232660928
601	1.232493862
602	1.232436638
603	1.23233427
604	1.232105894
605	1.23192818
606	1.231747792
607	1.231567824
608	1.231370051
609	1.23124835
610	1.231048714
611	1.230928701
612	1.230835352
613	1.230663575
614	1.230462992
615	1.230347885
616	1.230049451
617	1.22987592
618	1.22966053
619	1.22947923
620	1.229342905
621	1.229211716
622	1.229020979
623	1.228855349
624	1.228675834
625	1.228565949
626	1.228393313
627	1.228245717
628	1.228059743
629	1.227922857
630	1.227729735
631	1.2275479
632	1.227396532
633	1.227189836
634	1.227002383
635	1.226913384
636	1.226796676
637	1.226662177
638	1.226456667
639	1.22619513
640	1.226100786
641	1.225912953
642	1.225766159
643	1.22553117
644	1.225387919
645	1.225246055
646	1.225071605
647	1.225023105
648	1.224829692
649	1.224725791
650	1.22454767
651	1.224445182
652	1.224260791
653	1.224116025
654	1.224006328
655	1.223905724
656	1.223762844
657	1.223656425
658	1.223583692
659	1.223355789
660	1.223269526
661	1.223064845
662	1.222832916
663	1.222699329
664	1.222548801
665	1.222459192
666	1.222369303
667	1.222263126
668	1.222113182
669	1.22191984
670	1.221763053
671	1.221688508
672	1.221531924
673	1.221288639
674	1.221168333
675	1.220997181
676	1.220809391
677	1.220648498
678	1.220590937
679	1.220482031
680	1.220302315
681	1.220211145
682	1.2200182
683	1.219861679
684	1.21973933
685	1.219626337
686	1.219444847
687	1.219280216
688	1.219196594
689	1.219068698
690	1.21889045
691	1.218670946
692	1.218620597
693	1.218375849
694	1.218262658
695	1.218129695
696	1.217977162
697	1.217751903
698	1.217596549
699	1.217444348
700	1.217336317
701	1.217204215
702	1.21702224
703	1.216870426
704	1.216746249
705	1.216591527
706	1.216444945
707	1.216327184
708	1.216160936
709	1.216109912
710	1.216041928
711	1.215886955
712	1.215672974
713	1.215530771
714	1.215389777
715	1.215161449
716	1.21500856
717	1.214855475
718	1.21468609
719	1.214521253
720	1.214453891
721	1.214294394
722	1.21409439
723	1.213950436
724	1.213852915
725	1.213746725
726	1.213662022
727	1.213447831
728	1.213362963
729	1.213248088
730	1.2130957
731	1.212905762
732	1.212740713
733	1.212646734
734	1.212444545
735	1.212338036
736	1.21216135
737	1.212004038
738	1.211829147
739	1.211645149
740	1.211489195
741	1.211231338
742	1.211087036
743	1.210951304
744	1.210806046
745	1.210698052
746	1.210524304
747	1.210342833
748	1.210181759
749	1.210021431
750	1.209805475
751	1.209669886
752	1.209584931
753	1.209486712
754	1.209366227
755	1.209152884
756	1.209095448
757	1.208931101
758	1.208864616
759	1.208703872
760	1.20849785
761	1.208364168
762	1.208248094
763	1.208113419
764	1.208041128
765	1.207865324
766	1.207765079
767	1.207663173
768	1.207466105
769	1.207361921
770	1.20723771
771	1.207061546
772	1.206895373
773	1.206719816
774	1.206473291
775	1.206356204
776	1.206284868
777	1.206210328
778	1.206030023
779	1.205915514
780	1.205787404
781	1.205695838
782	1.205549817
783	1.205394824
784	1.205310175
785	1.205150698
786	1.205024765
787	1.204814486
788	1.204599161
789	1.204420246
790	1.204244718
791	1.204129511
792	1.203924526
793	1.203771454
794	1.203628384
795	1.20343886
796	1.203388265
797	1.203260317
798	1.203116778
799	1.202965363
800	1.202867084
801	1.202812135
802	1.202656158
803	1.202558974
804	1.202504176
805	1.202363055
806	1.202159063
807	1.20194261
808	1.201790603
809	1.201590413
810	1.201400328
811	1.201246719
812	1.20113976
813	1.200936107
814	1.200797959
815	1.200661784
816	1.200463128
817	1.200338949
818	1.200259833
819	1.200132386
820	1.199908051
821	1.19979266
822	1.199606159
823	1.19942348
824	1.199361963
825	1.199206653
826	1.199027817
827	1.19888904
828	1.198781129
829	1.198583849
830	1.198427935
831	1.198277805
832	1.198062017
833	1.197926378
834	1.197876296
835	1.197719831
836	1.197608759
837	1.197470011
838	1.19738022
839	1.197257831
840	1.197088874
841	1.196919564
842	1.196770186
843	1.1965994
844	1.196465489
845	1.196356383
846	1.196097255
847	1.195912673
848	1.195696493
849	1.19555463
850	1.195389267
851	1.195243216
852	1.195191705
853	1.195020588
854	1.194872477
855	1.194725025
856	1.194524871
857	1.194369518
858	1.194185695
859	1.194036186
860	1.193956506
861	1.193814442
862	1.193658124
863	1.193522622
864	1.193386075
865	1.193270073
866	1.193168869
867	1.19306035
868	1.192965392
869	1.192787074
870	1.192671806
871	1.192551079
872	1.19234558
873	1.19218561
874	1.192100845
875	1.19202814
876	1.191930454
877	1.191839178
878	1.191605918
879	1.191431115
880	1.191308785
881	1.191058349
882	1.190953182
883	1.190899774
884	1.190749366
885	1.190625838
886	1.190479702
887	1.19031925
888	1.190094151
889	1.18993462
890	1.189749513
891	1.189587662
892	1.189493316
893	1.18934831
894	1.189222618
895	1.189092833
896	1.188925551
897	1.188738806
898	1.188639645
899	1.188476756
900	1.188307085
901	1.188143674
902	1.187951395
903	1.187896609
904	1.187734891
905	1.18758585
906	1.187451677
907	1.18727693
908	1.187176578
909	1.187031489
910	1.186975169
911	1.186846625
912	1.18668918
913	1.18655258
914	1.186428668
915	1.186309122
916	1.186155128
917	1.186045806
918	1.185898026
919	1.185791307
920	1.185679865
921	1.185555775
922	1.185419936
923	1.185203268
924	1.185043071
925	1.184841702
926	1.184728147
927	1.184574152
928	1.184342196
929	1.184309923
930	1.184205336
931	1.184040314
932	1.183901899
933	1.183773227
934	1.183575635
935	1.183424221
936	1.183189283
937	1.183085555
938	1.18286991
939	1.182760436
940	1.182596878
941	1.182477604
942	1.182306139
943	1.182237407
944	1.182140072
945	1.182054271
946	1.181877191
947	1.181772109
948	1.181591866
949	1.181515501
950	1.181389518
951	1.18120064
952	1.181143147
953	1.181041656
954	1.180826055
955	1.180702591
956	1.180556388
957	1.180347748
958	1.180273416
959	1.180152135
960	1.179950626
961	1.179907344
962	1.179772619
963	1.179663088
964	1.179471031
965	1.179283516
966	1.179187424
967	1.179102881
968	1.178937944
969	1.17875002
970	1.178632422
971	1.178492401
972	1.178345451
973	1.178128163
974	1.177976835
975	1.177849747
976	1.177709437
977	1.177623494
978	1.17743195
979	1.177283964
980	1.177211304
981	1.177082382
982	1.17697792
983	1.176923714
984	1.17676942
985	1.176600222
986	1.176576483
987	1.176485741
988	1.176414987
989	1.176352311
990	1.176228081
991	1.176093689
992	1.175883583
993	1.17578513
994	1.175617104
995	1.17547207
996	1.175307989
997	1.175158685
998	1.17502871
999	1.174850212
